Time,lat,lon,T,rh
2020-12-16 19:20:01,38.24384009999999,21.725574200000004,56.468999999999994,70.37
2020-12-16 19:20:02,38.243814666666665,21.72557933333333,56.426,70.39399999999999
2020-12-16 19:20:03,38.24378933333333,21.72558233333333,56.426,70.39399999999999
2020-12-16 19:20:04,38.24376233333334,21.725584333333348,56.383,70.418
2020-12-16 19:20:05,38.2437346,21.725587300000008,56.383,70.389
2020-12-16 19:20:06,38.24370659999998,21.725588000000013,56.383,70.389
2020-12-16 19:20:07,38.24367733333335,21.725588000000013,56.383,70.389
2020-12-16 19:20:08,38.24364868965515,21.72558706896553,56.34,70.413
2020-12-16 19:20:09,38.243618,21.725584000000012,56.34,70.413
2020-12-16 19:20:10,38.243589000000014,21.725579900000003,56.34,70.384
2020-12-16 19:20:11,38.24355766666665,21.72557099999999,56.34,70.413
2020-12-16 19:20:12,38.24352739999998,21.725560000000005,56.295,70.437
2020-12-16 19:20:13,38.243494333333345,21.725550999999996,56.295,70.437
2020-12-16 19:20:14,38.243463,21.72554533333334,56.295,70.437
2020-12-16 19:20:15,38.24343431034482,21.725542000000008,56.251000000000005,70.461
2020-12-16 19:20:16,38.24340716129035,21.725542000000008,56.251000000000005,70.49
2020-12-16 19:20:17,38.24337966666668,21.72554233333334,56.251000000000005,70.461
2020-12-16 19:20:18,38.24335610000001,21.7255445,56.208,70.514
2020-12-16 19:20:19,38.243333099999994,21.725550999999996,56.208,70.514
2020-12-16 19:20:20,38.24330966666667,21.725561999999982,56.208,70.514
2020-12-16 19:20:21,38.243288099999994,21.72557390000001,56.165,70.538
2020-12-16 19:20:22,38.24326300000003,21.725585333333346,56.165,70.538
2020-12-16 19:20:23,38.243235666666656,21.725591666666674,56.165,70.538
2020-12-16 19:20:24,38.243208,21.7255944,56.122,70.562
2020-12-16 19:20:25,38.24317633333335,21.725592000000002,56.122,70.59
2020-12-16 19:20:26,38.243145999999996,21.72558910000001,56.122,70.59
2020-12-16 19:20:27,38.24311433333334,21.725585333333342,56.122,70.619
2020-12-16 19:20:28,38.243083100000014,21.7255805,56.07899999999999,70.61399999999999
2020-12-16 19:20:29,38.243049000000006,21.72557566666667,56.07899999999999,70.643
2020-12-16 19:20:30,38.24301679999999,21.72557300000001,56.035,70.667
2020-12-16 19:20:31,38.2429831,21.72557300000001,56.035,70.695
2020-12-16 19:20:32,38.24295068965517,21.72557300000001,56.035,70.667
2020-12-16 19:20:33,38.242920967741924,21.7255736451613,56.035,70.695
2020-12-16 19:20:34,38.24289449999999,21.725576500000003,55.992,70.719
2020-12-16 19:20:35,38.242869,21.72558,55.992,70.719
2020-12-16 19:20:36,38.24284433333334,21.725579333333336,55.949,70.743
2020-12-16 19:20:37,38.2428195,21.725578,55.949,70.743
2020-12-16 19:20:38,38.24279329999998,21.7255786,55.949,70.771
2020-12-16 19:20:39,38.24276369999998,21.7255806,55.906000000000006,70.767
2020-12-16 19:20:40,38.24273144827587,21.725581999999996,55.906000000000006,70.795
2020-12-16 19:20:41,38.2426984,21.725581999999996,55.906000000000006,70.795
2020-12-16 19:20:42,38.24266089999999,21.7255814,55.906000000000006,70.824
2020-12-16 19:20:43,38.24262306451613,21.725580000000004,55.863,70.848
